Meter_ID,DMA_Zone,Hour_bucket,Flow_std_hourly,Energy_hourly,Avg_Pressure,Read_Count
MET-103,DMA-A,2025-06-19 10:00:00,279.97,1.109,4.38,1
MET-103,DMA-A,2025-06-19 16:00:00,2171.776,7.96,4.52,1
MET-103,DMA-A,2025-06-25 22:00:00,1349.114,5.118,5.65,1
MET-103,DMA-A,2025-06-29 20:00:00,2810.864,10.35,5.52,1
MET-103,DMA-A,2025-07-04 14:00:00,1855.274,7.46,4.07,1
MET-103,DMA-A,2025-07-09 05:00:00,3337.468,1.45,6.35,1
MET-103,DMA-A,2025-07-14 00:00:00,1891.647,6.9,3.13,1
MET-103,DMA-A,2025-08-01 03:00:00,1822.693,7.257,5.55,1
MET-103,DMA-A,2025-08-04 04:00:00,2742.238,10.37,6.12,1
MET-103,DMA-A,2025-08-18 15:00:00,950.89,3.878,3.03,1
MET-103,DMA-A,2025-08-20 13:00:00,2335.519,8.5,2.5,1
MET-103,DMA-A,2025-09-10 15:00:00,2315.753,8.502,3.96,1
MET-103,DMA-A,2025-09-15 03:00:00,2340.28,2.154,6.86,1
MET-103,DMA-A,2025-09-15 21:00:00,1990.29,7.247,3.52,1
MET-103,DMA-A,2025-09-26 00:00:00,831.984,3.025,3.19,1
MET-103,DMA-A,2025-10-02 06:00:00,492.952,1.82,4.65,1
MET-103,DMA-A,2025-10-06 10:00:00,2360.787,8.297,6.48,1
MET-103,DMA-A,2025-10-11 16:00:00,2198.848,8.09,6.36,1
MET-103,DMA-A,2025-11-08 04:00:00,1833.388,7.405,4.83,1
MET-103,DMA-A,2025-11-11 01:00:00,1038.105,3.95,2.64,1
MET-103,DMA-A,2025-11-13 15:00:00,173.006,0.646,3.94,1
MET-103,DMA-A,2025-11-21 22:00:00,2332.068,8.79,6.84,1
MET-103,DMA-A,2025-12-01 16:00:00,3010.917,10.908,4.21,1
MET-103,DMA-A,2025-12-13 09:00:00,2542.638,9.8,3.42,1
MET-103,DMA-A,2025-12-16 08:00:00,1014.527,3.73,5.78,1
MET-103,DMA-A,2025-12-28 10:00:00,391.903,1.537,6.01,1
MET-103,DMA-A,2026-01-19 17:00:00,2539.769,10.38,6.01,1
MET-103,DMA-A,2026-01-23 02:00:00,1523.495,5.82,6.9,1
MET-103,DMA-A,2026-01-24 09:00:00,2582.108,5.762,5.71,1
MET-103,DMA-A,2026-01-27 15:00:00,511.324,2.09,2.77,1
MET-103,DMA-A,2026-02-02 23:00:00,2090.753,8.444,5.2,1
MET-103,DMA-A,2026-02-12 14:00:00,264.875,1.104,3.57,1
MET-103,DMA-A,2026-03-03 06:00:00,1486.304,5.4,6.22,1
MET-103,DMA-A,2026-03-04 15:00:00,1437.389,4.51,4.22,1
MET-103,DMA-A,2026-03-08 05:00:00,2375.33,9.238,4.93,1
MET-103,DMA-A,2026-03-11 00:00:00,2117.604,7.969,6.8,1
MET-103,DMA-A,2026-08-02 00:00:00,2916.48,10.45,4.95,1
MET-104,DMA-A,2024-01-12 18:00:00,212.367,0.78,4.49,1
MET-104,DMA-A,2024-02-17 03:00:00,1359.849,5.28,3.85,1
MET-104,DMA-A,2024-03-19 18:00:00,1060.252,4.38,3.9,1
MET-104,DMA-A,2024-03-23 22:00:00,960.295,3.781,6.52,1
MET-104,DMA-A,2024-03-26 17:00:00,1833.111,7.35,6.52,1
MET-104,DMA-A,2024-04-04 05:00:00,996.25,3.567,6.94,1
MET-104,DMA-A,2024-04-13 21:00:00,584.41,2.3,6.11,1
MET-104,DMA-A,2024-04-17 18:00:00,394.089,1.51,6.13,1
MET-104,DMA-A,2024-04-27 21:00:00,1533.671,5.791,3.87,1
MET-104,DMA-A,2024-04-30 01:00:00,712.179,2.726,6.39,1
MET-104,DMA-A,2024-05-01 04:00:00,1336.928,5.0,2.6,1
MET-104,DMA-A,2024-05-04 21:00:00,793.648,3.24,0.0,1
MET-104,DMA-A,2024-05-13 08:00:00,1757.332,6.261,0.0,1
MET-104,DMA-A,2024-05-24 12:00:00,108.826,0.424,2.86,1
MET-104,DMA-A,2024-05-28 20:00:00,261.596,1.0,6.04,1
MET-104,DMA-A,2024-06-05 06:00:00,116.06,0.47,3.98,1
MET-104,DMA-A,2024-06-08 23:00:00,595.436,0.47,5.7,1
MET-104,DMA-A,2024-07-05 07:00:00,341.327,1.27,6.19,1
MET-104,DMA-A,2024-07-09 05:00:00,1024.577,3.688,5.91,1
MET-104,DMA-A,2024-07-10 03:00:00,1316.885,4.767,4.11,1
MET-104,DMA-A,2024-07-11 03:00:00,1286.739,5.346,3.48,1
MET-104,DMA-A,2024-07-24 08:00:00,1640.531,6.241,6.93,1
MET-104,DMA-A,2024-07-28 06:00:00,1005.948,3.778,4.9,1
MET-104,DMA-A,2024-07-29 14:00:00,521.694,2.11,6.66,1
MET-104,DMA-A,2024-08-01 02:00:00,649.802,2.308,4.36,1
MET-104,DMA-A,2024-08-05 16:00:00,1725.467,6.88,4.36,1
MET-104,DMA-A,2024-08-09 19:00:00,469.295,1.76,6.14,1
MET-104,DMA-A,2024-08-14 17:00:00,1889.281,7.494,6.14,1
MET-104,DMA-A,2024-08-19 16:00:00,501.297,2.02,5.07,1
MET-104,DMA-A,2024-09-02 10:00:00,881.986,3.494,4.09,1
MET-104,DMA-A,2024-09-27 11:00:00,879.195,2.776,6.95,1
MET-104,DMA-A,2024-10-09 08:00:00,66.415,0.249,5.5,1
MET-104,DMA-A,2024-10-11 00:00:00,1292.262,4.67,4.69,1
MET-104,DMA-A,2024-10-11 09:00:00,508.717,2.09,3.48,1
MET-104,DMA-A,2024-10-25 21:00:00,1735.344,6.764,4.27,1
MET-104,DMA-A,2024-10-27 21:00:00,1147.058,4.21,59.2,1
MET-104,DMA-A,2024-11-02 14:00:00,1380.311,5.4,4.79,1
MET-104,DMA-A,2024-11-13 02:00:00,493.225,5.4,4.06,1
MET-104,DMA-A,2024-12-04 08:00:00,257.564,0.95,5.32,1
