Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude,Flow_calibrated,Energy_calibrated,Flow_std,Hour,Date,Month,Hour_bucket,Season,DMA_Zone,Flow_Change,Pressure_Drop,Pressure_Violation,Is_Billable,outage_flag,prev_flag,event_type,Sensor_Reliable,Read_Success,Estimated_Read,Energy_MMBtu,CO2_kg,CO2_Tonnes,Zone
R13310,MET-113,2024-01-03 09:00:00,5.12,2113.0,7.91,SCMH,C839,NO,MAINT,Customer C786 complained about billing.,20.8,99.5,1.0,v1.2,13.183,80.0522,2113.0,7.91,2069.294957143583,9,2024-01-03,1,2024-01-03 09:00:00,Winter,DMA-A,0.0,0.0,False,False,0,0.0,,False,False,True,76.104,4038.839,4.038839,Zone_C
R9182,MET-112,2024-01-03 10:00:00,6.77,4742.0,17.51,SCMH,C889,nO,,"Leak near coords 13.184,80.0926. Reported.",24.2,101.325,0.99,v1.0,13.238,80.1295,4694.58,17.3349,4628.270142929208,10,2024-01-03,1,2024-01-03 10:00:00,Winter,DMA-A,1065.3359999999998,3.1099999999999994,False,True,0,1.0,OUTAGE_END,False,False,True,169.0849,8973.336,8.973336,Zone_C
R10694,MET-124,2024-01-03 11:00:00,-5.75,1208.0,4.49,SCMH,C706,FALSE,,Read manually. Meter OK.,18.8,101.325,0.99,v1.1,12.9965,80.0754,1195.92,4.4451,1200.8355814351771,11,2024-01-03,1,2024-01-03 11:00:00,Winter,DMA-B,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,43.0735,2285.911,2.285911,Zone_B
R11275,MET-107,2024-01-03 12:00:00,4.8,1129.0,,SCMH,C757,true,,Customer called at +91-9826234-26234,25.1,101.325,0.99,v1.1,12.8732,80.1064,1117.71,5.3607,1098.5974400670577,12,2024-01-03,1,2024-01-03 12:00:00,Winter,DMA-A,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,40.2566,2136.418,2.136418,Zone_A
R12266,MET-132,2024-01-03 18:00:00,6.69,1339.0,5.35,SCMH,C756,n,,Read manually. Meter OK.,22.1,101.0,1.002,v1.0,12.9182,80.3353,1341.678,5.3607,1327.8623346735349,18,2024-01-03,1,2024-01-03 18:00:00,Winter,DMA-C,0.0,0.0,False,True,0,0.0,,False,False,True,48.3233,2564.518,2.564518,Zone_B
R13825,MET-126,2024-01-03 20:00:00,2.52,4761.0,18.83,SCMH,C750,0,,Customer C837 complained about billing.,18.9,100.0,1.0,v1.1,13.1641,80.1801,4761.0,18.83,4716.439381583845,20,2024-01-03,1,2024-01-03 20:00:00,Winter,DMA-B,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,171.4772,9100.295,9.100295,Zone_C
R10067,MET-157,2024-01-03 21:00:00,2.57,1466.0,5.51,SCMH,C817,false,,Pressure drop observed at peak hours.,24.6,101.325,1.01,v1.0,12.8854,80.3715,1480.66,5.5651,1457.7849840470192,21,2024-01-03,1,2024-01-03 21:00:00,Winter,DMA-D,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,53.329,2830.17,2.83017,Zone_A
R11705,MET-103,2024-01-03 22:00:00,2.61,1658.0,6.61,SCMH,C706,False,MAINT,,24.0,101.0,1.0,v1.0,13.1428,80.3815,1658.0,6.61,1630.4348569407562,22,2024-01-03,1,2024-01-03 22:00:00,Winter,DMA-A,0.0,0.0,False,False,1,0.0,OUTAGE_START,False,False,True,59.7163,3169.144,3.169144,Zone_C
R14443,MET-145,2024-01-04 06:00:00,6.5,1499.0,5.96,SCMH,C895,N,,,18.1,103.0,1.002,v1.1,12.9535,80.413,1501.998,5.97192,1536.7878955293008,6,2024-01-04,1,2024-01-04 06:00:00,Winter,DMA-C,0.0,0.0,False,True,0,0.0,,False,False,True,54.0975,2870.954,2.870954,Zone_B
R11320,MET-107,2024-01-04 07:00:00,2.98,1131.0,4.36,SCMH,C757,FALSE,MAINT,Pressure drop observed at peak hours.,16.9,101.325,1.0,v1.0,12.8732,80.1064,1131.0,4.36,1143.087915876573,7,2024-01-04,1,2024-01-04 07:00:00,Winter,DMA-A,13.289999999999964,-1.8199999999999998,False,False,1,1.0,,False,False,True,40.7353,2161.822,2.161822,Zone_A
R9046,MET-118,2024-01-04 12:00:00,3.77,1272.0,5.0,SCMH,C707,FALSE,,Inspection done. No issues.,22.8,102.5,1.005,v1.0,13.0599,80.0796,1278.36,5.0249999999999995,1280.9494166810791,12,2024-01-04,1,2024-01-04 12:00:00,Winter,DMA-B,-1317.595,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,46.0428,2443.491,2.443491,Zone_B
R13600,MET-144,2024-01-04 14:00:00,6.84,1896.0,7.42,SCMH,c755,N,,"Leak near coords 13.1079,80.2956. Reported.",21.7,102.5,0.995,v1.2,13.2137,80.2534,1886.52,7.3829,1897.3936077848616,14,2024-01-04,1,2024-01-04 14:00:00,Winter,DMA-C,0.0,0.0,False,True,0,0.0,,False,False,True,67.9469,3605.942,3.605942,Zone_C
R11514,MET-121,2024-01-04 15:00:00,4.5,755.0,2.758,SCMH,C759,False,SHUTDOWN,"Leak near coords 12.8667,80.3661. Reported.",19.4,103.0,1.01,v1.1,13.0947,80.3952,762.55,2.78558,776.7454783341373,15,2024-01-04,1,2024-01-04 15:00:00,Winter,DMA-B,0.0,0.0,False,False,1,0.0,OUTAGE_START,False,False,True,27.4648,1457.557,1.457557,Zone_B
R11007,MET-138,2024-01-04 17:00:00,3.94,361.0,1.41,SCMH,C740,No,,Read manually. Meter OK.,14.2,101.325,1.0,v1.0,12.8891,80.221,361.0,1.41,368.28658430485467,17,2024-01-04,1,2024-01-04 17:00:00,Winter,DMA-C,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,13.0022,690.027,0.690027,Zone_A
R9217,MET-116,2024-01-04 17:00:00,2.56,2231.0,0.92,SCMH,C808,FALSE,,Odorant alarm triggered. Cleared.,16.0,101.325,1.005,v1.0,12.9234,80.3416,2242.1549999999997,0.9246,2273.172188310565,17,2024-01-04,1,2024-01-04 17:00:00,Winter,DMA-B,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,80.7558,4285.71,4.28571,Zone_B
R11757,MET-125,2024-01-04 22:00:00,6.02,4019.0,14.84,SCMH,C843,0,,,20.6,101.0,1.0,v1.1,13.0324,80.1744,4019.0,14.84,3997.926364185184,22,2024-01-04,1,2024-01-04 22:00:00,Winter,DMA-B,2614.196,1.3199999999999994,False,True,0,1.0,OUTAGE_END,False,False,True,144.7525,7682.015,7.682015,Zone_B
R15004,MET-156,2024-01-05 02:00:00,0.0,970.0,3.59,SCMH,C886,FALSE,,"Leak near coords 12.8626,80.3321. Reported.",18.4,102.5,0.998,v1.0,13.2187,80.3986,968.06,3.58282,984.6601936957506,2,2024-01-05,1,2024-01-05 02:00:00,Winter,DMA-D,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,34.8667,1850.376,1.850376,Zone_C
R9414,MET-109,2024-01-05 04:00:00,4.3,1336.0,4.87,SCMH,C888,No,,Pressure drop observed at peak hours.,16.3,101.325,0.99,v1.0,13.0904,80.0798,1322.64,4.8213,1339.5471273104165,4,2024-01-05,1,2024-01-05 04:00:00,Winter,DMA-A,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,47.6376,2528.127,2.528127,Zone_B
R15105,MET-118,2024-01-05 12:00:00,5.29,2321.0,9.08,SCMH,C707,no,,,21.9,101.325,1.002,v1.0,13.0599,80.0796,2325.642,9.09816,2310.665827147941,12,2024-01-05,1,2024-01-05 12:00:00,Winter,DMA-B,1047.282,1.52,False,True,0,1.0,OUTAGE_END,False,False,True,83.7628,4445.292,4.445292,Zone_B
R11054,MET-155,2024-01-05 12:00:00,4.73,817.0,2.85,SCMH,C711,0,,Odorant alarm triggered. Cleared.,25.8,102.5,1.0,v1.0,13.0892,80.3034,817.0,2.85,810.439593928697,12,2024-01-05,1,2024-01-05 12:00:00,Winter,DMA-D,-386.95000000000005,1.9400000000000004,False,True,1,1.0,,False,False,True,29.4259,1561.633,1.561633,Zone_B
R11231,MET-135,2024-01-05 12:00:00,5.59,-1808.0,7.12,SCMH,C771,nO,,"Leak near coords 13.2162,80.0807. Reported.",15.9,101.325,1.0,v1.0,13.2363,80.3584,-1808.0,7.12,-1833.645390070922,12,2024-01-05,1,2024-01-05 12:00:00,Winter,DMA-C,0.0,0.0,False,True,0,0.0,,False,False,True,-65.1188,-3455.855,-3.455855,Zone_C
R14715,MET-154,2024-01-05 15:00:00,3.39,836.0,3.13,SCMH,C767,YEs,,High consumption flagged for audit.,24.8,101.0,0.99,v1.0,13.2079,80.3732,827.64,3.0987,811.6947596883663,15,2024-01-05,1,2024-01-05 15:00:00,Winter,DMA-D,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,29.8091,1581.969,1.581969,Zone_C
R10224,MET-145,2024-01-05 21:00:00,5.06,404.0,1.52,SCMH,C895,0,,Customer called at +91-9824537-24537,24.2,101.0,1.0,v1.0,12.9535,80.413,404.0,1.52,397.0160664619054,21,2024-01-05,1,2024-01-05 21:00:00,Winter,DMA-C,-1097.998,-1.4400000000000004,False,True,0,0.0,,False,False,True,14.5509,772.216,0.772216,Zone_B
R10691,MET-142,2024-01-05 22:00:00,2.87,4056.0,-14.91,SCMH,C771,0,,Customer called at +91-9839598-39598,22.1,101.325,1.01,v1.2,13.0481,80.3046,4096.56,-15.0591,4067.4227400508044,22,2024-01-05,1,2024-01-05 22:00:00,Winter,DMA-C,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,147.546,7830.266,7.830266,Zone_B
R9817,MET-106,2024-01-06 05:00:00,4.45,1454.0,5.25,SCMH,C762,Yes,MAINT,Customer called at +91-9855663-55663,20.1,101.0,0.995,v1.0,12.9124,80.2671,1446.73,5.22375,1441.5978514688895,5,2024-01-06,1,2024-01-06 05:00:00,Winter,DMA-A,0.0,0.0,False,False,1,0.0,OUTAGE_START,False,False,True,52.1069,2765.313,2.765313,Zone_B
R9914,MET-138,2024-01-06 11:00:00,2.98,2003.0,7.03,SCMH,C740,false,,Maintenance done by technician ID T587.,18.4,99.5,0.99,v1.0,12.8891,80.221,1982.97,6.9597,1957.940387862875,11,2024-01-06,1,2024-01-06 11:00:00,Winter,DMA-C,1621.97,-0.96,False,True,1,1.0,,False,False,True,71.4207,3790.297,3.790297,Zone_A
R13480,MET-106,2024-01-06 13:00:00,4.07,-245.0,0.9,SCMH,C762,TRUE,,High consumption flagged for audit.,14.4,101.325,1.0,v1.0,12.9124,80.2671,-245.0,0.9,-249.77134411406715,13,2024-01-06,1,2024-01-06 13:00:00,Winter,DMA-A,-1691.73,-0.3799999999999999,False,True,1,1.0,,False,False,True,-8.8242,-468.3,-0.4683,Zone_B
R13865,MET-154,2024-01-06 19:00:00,5.14,613.0,2.2,SCMH,C767,0,,Read manually. Meter OK.,20.8,101.325,1.01,v1.2,13.2079,80.3732,619.13,2.2220000000000004,617.4450059533934,19,2024-01-06,1,2024-01-06 19:00:00,Winter,DMA-D,-208.51,1.7499999999999996,False,True,0,1.0,OUTAGE_END,False,False,True,22.2992,1183.419,1.183419,Zone_C
R13477,MET-152,2024-01-06 21:00:00,3.51,382.0,1.38,SCMH,C788,no,,Read manually. Meter OK.,24.9,101.325,0.99,v1.1,13.1601,80.1145,378.18,1.3661999999999999,371.96264720684457,21,2024-01-06,1,2024-01-06 21:00:00,Winter,DMA-D,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,13.6209,722.861,0.722861,Zone_C
R11405,MET-153,2024-01-07 05:00:00,6.59,2756.0,9.94,SCMH,C854,FALSE,,Pressure drop observed at peak hours.,20.9,101.325,0.998,v1.0,13.2258,80.4219,2750.488,9.920119999999999,2742.0695704812106,5,2024-01-07,1,2024-01-07 05:00:00,Winter,DMA-D,0.0,0.0,False,True,0,0.0,,False,False,True,99.0645,5257.353,5.257353,Zone_C
R11905,MET-128,2024-01-07 08:00:00,6.77,1996.0,7.32,SCMH,C866,NO,,Pressure drop observed at peak hours.,24.1,101.325,0.998,v1.0,13.0557,80.305,1992.008,7.30536,1964.5320275862068,8,2024-01-07,1,2024-01-07 08:00:00,Winter,DMA-B,0.0,0.0,False,True,0,0.0,,False,False,True,71.7462,3807.571,3.807571,Zone_B
R12165,MET-113,2024-01-07 12:00:00,6.52,414.0,1.59,SCMH,C839,NO,,Reverse flow detected briefly.,16.3,101.325,0.995,v1.2,13.183,80.0522,411.93,1.5820500000000002,417.19564518915183,12,2024-01-07,1,2024-01-07 12:00:00,Winter,DMA-A,-1701.07,1.3999999999999995,False,True,0,0.0,,False,False,True,14.8365,787.373,0.787373,Zone_C
R12149,MET-149,2024-01-07 16:00:00,5.9,5101.0,15.04,SCMH,C797,1,,Customer called at +91-9899076-99076,14.9,103.0,0.995,v1.2,13.0687,80.1415,5075.495,14.964799999999999,5250.746306209261,16,2024-01-07,1,2024-01-07 16:00:00,Winter,DMA-D,0.0,0.0,False,True,0,0.0,,False,False,True,182.8043,9701.424,9.701424,Zone_B
R10013,MET-113,2024-01-07 16:00:00,50.9,1975.0,6.97,SCMH,C839,FALSE,,Odorant alarm triggered. Cleared.,25.1,101.325,1.0,v1.0,13.183,80.0522,1975.0,6.97,1941.2279966471078,16,2024-01-07,1,2024-01-07 16:00:00,Winter,DMA-A,1563.07,44.379999999999995,False,True,0,0.0,,False,False,True,71.1337,3775.065,3.775065,Zone_C
R11428,MET-131,2024-01-07 17:00:00,3.36,65.0,0.26,SCMH,C807,No,MAINT,Reverse flow detected briefly.,24.3,101.325,1.002,v1.1,13.093,80.0978,65.13,0.26052000000000003,64.18846696923852,17,2024-01-07,1,2024-01-07 17:00:00,Winter,DMA-C,-1580.87,-2.2500000000000004,False,False,1,0.0,OUTAGE_START,False,False,True,2.3458,124.492,0.124492,Zone_B
R10478,MET-154,2024-01-07 18:00:00,42.8,308.0,1.21,SCMH,c767,no,,Reverse flow detected briefly.,15.1,101.325,1.002,v1.1,13.2079,80.3732,308.616,1.21242,313.8622043365134,18,2024-01-07,1,2024-01-07 18:00:00,Winter,DMA-D,-310.514,37.66,False,True,0,0.0,,False,False,True,11.1154,589.894,0.589894,Zone_C
R11360,MET-113,2024-01-08 00:00:00,6.03,669.0,2.6,SCMH,C839,NO,MAINT,Contact: +91-7027976-27976 for followup,20.0,101.325,1.0,v1.0,13.183,80.0522,669.0,2.6,669.0,0,2024-01-08,1,2024-01-08 00:00:00,Winter,DMA-A,-1306.0,-44.87,False,False,0,0.0,,False,False,True,24.0954,1278.743,1.278743,Zone_C
R11554,MET-108,2024-01-08 01:00:00,4.85,-350.0,1.34,SCMH,C735,NO,MAINT,Email: user751@citygas.com flagged issue,14.6,101.325,0.998,v1.2,13.1965,80.3709,-349.3,1.33732,-355.85506516072974,1,2024-01-08,1,2024-01-08 01:00:00,Winter,DMA-A,0.0,0.0,False,False,1,0.0,OUTAGE_START,False,False,True,-12.5808,-667.663,-0.667663,Zone_C
R11501,MET-101,2024-01-08 10:00:00,6.55,1019.0,3.85,SCMH,C863,0,,Pressure drop observed at peak hours.,14.8,103.0,1.0,v1.1,12.9998,80.2055,1019.0,3.85,1054.5510585197596,10,2024-01-08,1,2024-01-08 10:00:00,Winter,DMA-A,-80.0,4.02,False,True,0,1.0,OUTAGE_END,False,False,True,36.7014,1947.743,1.947743,Zone_B
R13435,MET-134,2024-01-08 16:00:00,4.87,2924.0,10.62,SCMH,C850,true,,Read manually. Meter OK.,25.8,103.0,1.0,v1.1,13.2296,80.2745,2924.0,10.62,2914.6695331843866,16,2024-01-08,1,2024-01-08 16:00:00,Winter,DMA-C,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,105.3138,5589.003,5.589003,Zone_C
R15161,MET-139,2024-01-08 17:00:00,4.62,712.0,2.69,SCMH,C878,0,,Contact: +91-7087970-87970 for followup,17.9,99.5,0.998,v1.0,13.1237,80.0602,710.576,2.68462,702.8122103923394,17,2024-01-08,1,2024-01-08 17:00:00,Winter,DMA-C,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,25.5928,1358.21,1.35821,Zone_C
R13549,MET-137,2024-01-08 17:00:00,6.21,1662.0,5.89,SCMH,C894,NO,SHUTDOWN,Contact: +91-7082917-82917 for followup,24.2,101.325,1.0,v1.0,12.9718,80.2591,1662.0,5.89,1638.5246342693797,17,2024-01-08,1,2024-01-08 17:00:00,Winter,DMA-C,390.8399999999999,-0.040000000000000036,False,False,1,0.0,OUTAGE_START,False,False,True,59.8603,3176.786,3.176786,Zone_B
R9315,MET-152,2024-01-08 20:00:00,,1060.0,3.83,SCMH,C788,FALSE,,Pressure drop observed at peak hours.,16.7,101.325,1.0,v1.1,13.1601,80.1145,1060.0,3.83,1072.068311195446,20,2024-01-08,1,2024-01-08 20:00:00,Winter,DMA-D,681.8199999999999,0.0,False,True,0,1.0,OUTAGE_END,False,False,True,38.1781,2026.112,2.026112,Zone_C
R13891,MET-125,2024-01-09 01:00:00,4.67,2495.0,8.91,SCMH,C843,false,MAINT,Maintenance done by technician ID T969.,19.2,101.0,1.0,v1.2,13.0324,80.1744,2495.0,8.91,2493.8028198374277,1,2024-01-09,1,2024-01-09 01:00:00,Winter,DMA-B,-1524.0,-1.3499999999999996,False,False,1,0.0,OUTAGE_START,False,False,True,89.8625,4769.003,4.769003,Zone_B
R12925,MET-105,2024-01-09 13:00:00,3.99,1220.0,4.66,SCMH,c770,No,,Pressure drop observed at peak hours.,14.2,101.325,1.01,v1.1,12.9124,80.1624,1232.2,4.7066,1257.0712719679832,13,2024-01-09,1,2024-01-09 13:00:00,Winter,DMA-A,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,44.3802,2355.257,2.355257,Zone_B
R9749,MET-119,2024-01-09 16:00:00,5.31,848.0,2.97,SCMH,C723,false,SHUTDOWN,Pressure drop observed at peak hours.,17.8,101.325,1.0,v1.0,13.0228,80.1934,848.0,2.97,854.4120982986768,16,2024-01-09,1,2024-01-09 16:00:00,Winter,DMA-B,0.0,0.0,False,False,1,0.0,OUTAGE_START,False,False,True,30.5425,1620.89,1.62089,Zone_B
R10101,MET-109,2024-01-09 20:00:00,3.77,1439.0,5.27,SCMH,C888,FALSE,,Customer called at +91-9816851-16851,18.5,101.325,1.0,v1.1,13.0904,80.0798,1439.0,5.27,1446.400994342534,20,2024-01-09,1,2024-01-09 20:00:00,Winter,DMA-A,116.3599999999999,-0.5299999999999998,False,True,1,1.0,,False,False,True,51.8285,2750.538,2.750538,Zone_B
R9038,MET-124,2024-01-09 23:00:00,3.86,1500.0,5.65,SCMH,C706,N,,Email: user182@citygas.com flagged issue,22.1,100.0,1.005,v1.2,12.9965,80.0754,1507.4999999999998,5.678249999999999,1477.2047675664085,23,2024-01-09,1,2024-01-09 23:00:00,Winter,DMA-B,311.5799999999997,9.61,False,True,1,1.0,,False,False,True,54.2957,2881.473,2.881473,Zone_B
R11401,MET-122,2024-01-10 01:00:00,4.16,,7.16,SCMH,C829,n,SHUTDOWN,Inspection done. No issues.,18.1,99.5,0.99,v1.0,12.9058,80.2993,377.19,7.0884,377.31871182392086,1,2024-01-10,1,2024-01-10 01:00:00,Winter,DMA-B,0.0,0.0,False,False,1,0.0,OUTAGE_START,False,False,True,13.5853,720.972,0.720972,Zone_B
R14257,MET-111,2024-01-10 03:00:00,5.08,,3.15,SCMH,C873,n,MAINT,Customer called at +91-9867012-67012,19.4,103.0,1.0,v1.0,12.8582,80.3589,377.19,3.15,377.31871182392086,3,2024-01-10,1,2024-01-10 03:00:00,Winter,DMA-A,0.0,0.0,False,False,0,0.0,,False,False,True,13.5853,720.972,0.720972,Zone_A
R13318,MET-128,2024-01-10 15:00:00,4.46,381.0,,SCMH,C866,No,,Inspection done. No issues.,19.9,101.325,0.99,v1.0,13.0557,80.305,377.19,7.30536,377.31871182392086,15,2024-01-10,1,2024-01-10 15:00:00,Winter,DMA-B,-1614.818,-2.3099999999999996,False,True,1,0.0,OUTAGE_START,False,False,True,13.5853,720.972,0.720972,Zone_B
R9359,MET-101,2024-01-10 20:00:00,3.31,232.0,0.9,SCMH,C863,0,,,20.4,102.5,1.0,v1.0,12.9998,80.2055,232.0,0.9,234.37055673877924,20,2024-01-10,1,2024-01-10 20:00:00,Winter,DMA-A,-787.0,-3.2399999999999998,False,True,1,0.0,OUTAGE_START,False,False,True,8.356,443.453,0.443453,Zone_B
R13364,MET-144,2024-01-10 20:00:00,2.81,1040.0,4.13,SCMH,C755,n,,Odorant alarm triggered. Cleared.,17.5,101.0,1.0,v1.2,13.2137,80.2534,1040.0,4.13,1045.5809738239952,20,2024-01-10,1,2024-01-10 20:00:00,Winter,DMA-C,-846.52,-4.029999999999999,False,True,1,0.0,OUTAGE_START,False,False,True,37.4577,1987.88,1.98788,Zone_C
R14460,MET-146,2024-01-10 23:00:00,4.74,1862.0,6.84,SCMH,C786,N,,Customer called at +91-9831150-31150,17.2,99.5,0.995,v1.1,13.115,80.1497,1852.69,6.8058,1836.8652316764978,23,2024-01-10,1,2024-01-10 23:00:00,Winter,DMA-D,0.0,0.0,False,True,1,0.0,OUTAGE_START,False,False,True,66.7284,3541.276,3.541276,Zone_C
R11144,MET-111,2024-01-11 04:00:00,5.34,999.0,3.81,SCMH,C873,FALSE,,Email: user770@citygas.com flagged issue,22.2,102.5,0.998,v1.0,12.8582,80.3589,997.002,3.80238,1001.051004635507,4,2024-01-11,1,2024-01-11 04:00:00,Winter,DMA-A,619.8119999999999,0.2599999999999998,False,True,0,0.0,,False,False,True,35.9091,1905.696,1.905696,Zone_A
